No.,Sentence,StemWords,MatchWords,Use
657,"You need to be completely  clear on this concept; what  may seem like an innocent  joke could wind up having  very irritating and hurtful  consequences for others; •  It is important to refrain  from reacting to provoca- tions received via SMS,  MMS, and instant messages,  in offensive or defamatory  e-mails, in chat rooms or  during online encounters  with other users.","['need', 'complet', 'clear', 'concept', 'may', 'seem', 'like', 'innoc', 'joke', 'could', 'wind', 'irrit', 'hurt', 'consequ', 'other', 'import', 'refrain', 'react', 'tion', 'receiv', 'via', 'sm', 'mm', 'instant', 'messag', 'offens', 'defamatori', 'chat', 'room', 'onlin', 'encount', 'user']",set(),N
658,Instead  you need to employ certain  strategies that can exclude  or limit the actions of  those   attempting to provoke you  such as: ?,"['instead', 'need', 'employ', 'certain', 'strategi', 'exclud', 'limit', 'action', 'attempt', 'provok']",set(),N
659,Many games allow for   the exclusion of  undesir- able (or unwanted users);  ?,"['mani', 'game', 'allow', 'exclus', 'abl', 'unwant', 'user']",set(),N
660,"When chat rooms are   monitored, it is possible  to save the offending text  from the chat and report  it to the monitor;  ?","['chat', 'room', 'monitor', 'possibl', 'save', 'offend', 'text', 'chat', 'report', 'monitor']",set(),N
661,"Abuses can be reported   to service providers or, in  the case of abuse via mo- bile phones, the report  can be sent to the mobile  phone company;  ?","['abus', 'report', 'servic', 'provid', 'case', 'abus', 'via', 'bile', 'phone', 'report', 'sent', 'mobil', 'phone', 'compani']",set(),N
662,"In the more serious cases,   such as cases involv- ing physical threats, it is  advis- able that the police  also be informed;  ?","['seriou', 'case', 'case', 'ing', 'physic', 'threat', 'abl', 'polic', 'also', 'inform']",{'inform'},Y
663,"It is possible to trace   the e-mail account from  which the offensive  message was sent, but  practically impossible to  prove who actually used   it to send the message.","['possibl', 'trace', 'account', 'offens', 'messag', 'sent', 'practic', 'imposs', 'prove', 'actual', 'use', 'send', 'messag']",{'practic'},Y
664,The online bully could  also hack into someone  else’s account and use  it for his/her offensive  behaviour and therefore  letting the blame fall on  the unfortunate person  whose e-mail account  was wrongfully used;  ?,"['onlin', 'bulli', 'could', 'also', 'hack', 'someon', 'els', 'account', 'use', 'offens', 'behaviour', 'therefor', 'let', 'blame', 'fall', 'unfortun', 'person', 'whose', 'account', 'wrong', 'use']",set(),N
665,Most e-mail programmes   offer filters to block un- wanted incoming e-mails.,"['programm', 'offer', 'filter', 'block', 'want', 'incom']",set(),N
666,•  Many instant messaging   programmes offer the  possibility of  creating a list  of  names that users can  choose to block.,"['mani', 'instant', 'messag', 'programm', 'offer', 'possibl', 'creat', 'list', 'name', 'user', 'choos', 'block']",set(),N
667,"In this way,  you can prevent unwanted  people from making contact  with you.","['way', 'prevent', 'unwant', 'peopl', 'make', 'contact']",set(),N
668,"An Instant Messaging (IM) system  lets you know when one of  your  known and approved contacts  is online and, at that point, you  can begin a chat session with  the person you feel like talking   with; there are quite a number  of  different IM systems, such  as Windows Live Messenger,  ICQ, AOL Messenger, Yahoo  Messenger!","['instant', 'messag', 'im', 'system', 'let', 'know', 'one', 'known', 'approv', 'contact', 'onlin', 'point', 'begin', 'chat', 'session', 'person', 'feel', 'like', 'talk', 'quit', 'number', 'differ', 'im', 'system', 'window', 'live', 'messeng', 'icq', 'aol', 'messeng', 'yahoo', 'messeng']",set(),N
669,"Bullies know which  are the most popular among  youngsters and make use of  them  for their own purposes such as  flaming, or provoking an online  fight.","['bulli', 'know', 'popular', 'among', 'youngster', 'make', 'use', 'purpos', 'flame', 'provok', 'onlin', 'fight']",set(),N
670,"Conversations or fights that  break out online can, at times,  have after-effects that drag on at  school or other places offline.","['convers', 'fight', 'break', 'onlin', 'time', 'drag', 'school', 'place', 'offlin']",set(),N
671,In all cases remember that it  is important to tell someone  about what is happening if  you  ever feel at all uncomfortable or  threatened.,"['case', 'rememb', 'import', 'tell', 'someon', 'happen', 'ever', 'feel', 'uncomfort', 'threaten']",set(),N
672,"Tell your parents, a teacher  or someone within the school  staff  you feel you can trust.","['tell', 'parent', 'teacher', 'someon', 'within', 'school', 'staff', 'feel', 'trust']",set(),N
673,Even telling your friends could  be helpful.,"['even', 'tell', 'friend', 'could', 'help']",set(),N
674,"You can also report to the service  provider or mobile operator,  even to the police if it is serious.","['also', 'report', 'servic', 'provid', 'mobil', 'oper', 'even', 'polic', 'seriou']",set(),N
675,"Remember to save the evidence   Guidelines for Children and Young People64  www.itu.int/copGuidelines for Children and Young People65  of the bullying, as this will be  really important when you tell  someone.","['rememb', 'save', 'evid', 'guidelin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'bulli', 'realli', 'import', 'tell', 'someon']",set(),N
676,Bullying is not acceptable either  in an online or an offline environ- ment.,"['bulli', 'accept', 'either', 'onlin', 'offlin', 'ment']",set(),N
677,In many countries there  are national or local organizations  that you can turn to for help.,"['mani', 'countri', 'nation', 'local', 'organ', 'turn', 'help']",{'organ'},Y
678,"In  some countries, such as Canada,  ‘cyber-bullying’ is considered  an actual criminal act.","['countri', 'canada', 'consid', 'actual', 'crimin', 'act']",set(),N
679,"In most  countries it is a criminal offence to  threaten someone or to harass or  stalk them, whether in real life or  online.","['countri', 'crimin', 'offenc', 'threaten', 'someon', 'harass', 'stalk', 'whether', 'real', 'life', 'onlin']",set(),N
680,"An interesting fact: the term bully  originally had a very different  meaning from the one it has today  - in fact, 500 years ago it meant  “friend” or “family member” –  how things have changed!","['interest', 'fact', 'term', 'bulli', 'origin', 'differ', 'mean', 'one', 'today', 'fact', 'year', 'ago', 'meant', 'friend', 'famili', 'member', 'thing', 'chang']",set(),N
681,"Defend your privacy: Nowadays,  setting up a blog or a personal  website, is relatively simple.","['defend', 'privaci', 'nowaday', 'set', 'blog', 'person', 'websit', 'rel', 'simpl']",set(),N
682,"In  order to join a chat room, forum  or more generally, a social net- work, you must first put together a   personal profile that includes more  or less detailed types of informa- tion.","['order', 'join', 'chat', 'room', 'forum', 'gener', 'social', 'work', 'must', 'first', 'put', 'togeth', 'person', 'profil', 'includ', 'less', 'detail', 'type', 'tion']","{'work', 'includ'}",Y
683,Different sites have different  rules.,"['differ', 'site', 'differ', 'rule']",set(),N
684,"Before you enter any infor- mation about yourself into a site’s  database or membership records,  check how the information might  be used, whether or not some or  all of it will be published, and if so  where.","['enter', 'mation', 'site', 'databas', 'membership', 'record', 'check', 'inform', 'might', 'use', 'whether', 'publish']",{'inform'},Y
685,"If you feel uncomfortable  with the amount of information  being asked of you, if you do not  really know or trust the site, don’t  provide it.","['feel', 'uncomfort', 'amount', 'inform', 'ask', 'realli', 'know', 'trust', 'site', 'provid']",{'inform'},Y
686,Look for another or  similar service which asks for less  information or promises to treat  your information more carefully.,"['look', 'anoth', 'similar', 'servic', 'ask', 'less', 'inform', 'promis', 'treat', 'inform', 'care']",{'inform'},Y
687,Wherever possible it is advisable  to create an identity (or alias) by  using an invented nickname and  not add anything else.,"['wherev', 'possibl', 'advis', 'creat', 'ident', 'alia', 'use', 'invent', 'nicknam', 'add', 'anyth', 'els']",set(),N
688,Above all it  is important for you to have a clear  understanding of what may be and  what is best not to share with oth- ers.,"['import', 'clear', 'understand', 'may', 'best', 'share', 'er']",set(),N
689,What goes online can quickly  go beyond your control and be at  anyone’s disposal for any possible  use:  •  Whenever you need to   divulge your personal data  make sure that whoever  is requesting information  about you is authentic and  serious and also remem- ber that before giving data  regarding your friends you  need to first inform them  and have their permission  because they may not be  happy about having their  e-mail addresses or other  information about them  passed on to others;  •  You may not be obliged to  provide all of  the informa- tion requested of you and  you should insert only the  types of  data that are strictly  required.,"['goe', 'onlin', 'quickli', 'go', 'beyond', 'control', 'anyon', 'dispos', 'possibl', 'use', 'whenev', 'need', 'divulg', 'person', 'data', 'make', 'sure', 'whoever', 'request', 'inform', 'authent', 'seriou', 'also', 'ber', 'give', 'data', 'regard', 'friend', 'need', 'first', 'inform', 'permiss', 'may', 'happi', 'address', 'inform', 'pass', 'other', 'may', 'oblig', 'provid', 'tion', 'request', 'insert', 'type', 'data', 'strictli', 'requir']","{'control', 'inform', 'requir'}",Y
690,"In any event, it is  always best to find out as  much as possible about the  person, service or company  you are dealing with before  providing your data.","['event', 'alway', 'best', 'find', 'much', 'possibl', 'person', 'servic', 'compani', 'deal', 'provid', 'data']",set(),N
691,"In par- ticular check to see if  the site  asking for the data proposes   to send you any advertising  material, or if  they propose  to pass on your details to  any other companies.","['ticular', 'check', 'see', 'site', 'ask', 'data', 'propos', 'send', 'advertis', 'materi', 'propos', 'pass', 'detail', 'compani']",set(),N
692,"If  you  don’t want them to do either  or both of  those things, tick  the relevant boxes.","['want', 'either', 'thing', 'tick', 'relev', 'box']",set(),N
693,If  they  don’t offer you an option  you really should think about  not using the service at all.,"['offer', 'option', 'realli', 'think', 'use', 'servic']",set(),N
694,"Send personal photos and  videos only to those you  actually know, your image  constitutes personal data and  you need to make sure it is  not circulated thoughtlessly.","['send', 'person', 'photo', 'video', 'actual', 'know', 'imag', 'constitut', 'person', 'data', 'need', 'make', 'sure', 'circul', 'thoughtlessli']",set(),N
695,The same goes for images  of  others.,"['goe', 'imag', 'other']",set(),N
696,Keep in mind that  it is practically impossible to  determine where an online  image can end up; before  filming or photographing  someone you should always  ask for their permission.,"['keep', 'mind', 'practic', 'imposs', 'determin', 'onlin', 'imag', 'end', 'film', 'photograph', 'someon', 'alway', 'ask', 'permiss']",{'practic'},Y
697,"•  When you need to register  for a particular service, try  to employ a few simple  devices: for example, use   Guidelines for Children and Young People66  www.itu.int/copGuidelines for Children and Young People67  a password that would be  hard to figure out so that  no one else can guess it  and get into your account;  use a complex e-mail  address, possibly with both  numbers and letters (e.g.","['need', 'regist', 'particular', 'servic', 'tri', 'employ', 'simpl', 'devic', 'exampl', 'use', 'guidelin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'password', 'would', 'hard', 'figur', 'one', 'els', 'guess', 'get', 'account', 'use', 'complex', 'address', 'possibl', 'number', 'letter']",{'devic'},Y
698,mrx- 3wec97@... .,[],set(),N
699,"com) so  it be- comes more difficult  to guess by spammers  or unknown people who  might want to send you  unwanted mail; make sure  your anti-spam service (for  incoming e-mails) and anti- virus controls (for e-mail  attachments) are activated  and continuously updated;  use two e-mail addresses,  one which is strictly personal  and for correspondence with  only your real life contacts  (friends, relatives, and such),  and another to be inserted in  all those online registration  forms that ask for personal  data (user profiles,  competition announcements,  online games, etc.)","['com', 'come', 'difficult', 'guess', 'spammer', 'unknown', 'peopl', 'might', 'want', 'send', 'unwant', 'mail', 'make', 'sure', 'servic', 'incom', 'viru', 'control', 'attach', 'activ', 'continu', 'updat', 'use', 'two', 'address', 'one', 'strictli', 'person', 'correspond', 'real', 'life', 'contact', 'friend', 'rel', 'anoth', 'insert', 'onlin', 'registr', 'form', 'ask', 'person', 'data', 'user', 'profil', 'competit', 'announc', 'onlin', 'game', 'etc']",{'control'},Y
700,that   you already know could be  accessed by strangers.,"['alreadi', 'know', 'could', 'access', 'stranger']",{'access'},Y
701,"•  Do not open email   attachments from sources  you do not know or  programmes you do not  know the possible effects of,  they could be a Key Logger  (capable of  recording all  the keys being punched  on the keyboard, enabling  them to find out passwords,  numeric codes, credit card  numbers etc.","['open', 'email', 'attach', 'sourc', 'know', 'programm', 'know', 'possibl', 'effect', 'could', 'key', 'logger', 'capabl', 'record', 'key', 'punch', 'keyboard', 'enabl', 'find', 'password', 'numer', 'code', 'credit', 'card', 'number', 'etc']",set(),N
702,"), E- Grabber  (capable of  gaining access  to all the e-mail addresses  stored on the victim’s PC),  or Info Grabber (capable of   extracting information such  as the various Registration  Keys of  a PC’s most  important programmes).","['grabber', 'capabl', 'gain', 'access', 'address', 'store', 'victim', 'pc', 'info', 'grabber', 'capabl', 'extract', 'inform', 'variou', 'registr', 'key', 'pc', 'import', 'programm']","{'inform', 'access'}",Y
703,Without your knowledge  these programmes can  send over the Internet  all the information these  programmes pick up to  unknown persons.,"['without', 'knowledg', 'programm', 'send', 'internet', 'inform', 'programm', 'pick', 'unknown', 'person']","{'internet', 'inform'}",Y
704,•  Only engage in activities that   you feel you are absolutely  sure about.,"['engag', 'activ', 'feel', 'absolut', 'sure']",set(),N
705,"If  you “smell  something fishy”, something  that’s not quite right, that  doesn’t totally convince  you, or you think is being  unjustly charged for, then  your best move is to leave  it alone.","['smell', 'someth', 'fishi', 'someth', 'quit', 'right', 'total', 'convinc', 'think', 'unjustli', 'charg', 'best', 'move', 'leav', 'alon']",set(),N
706,You have the right  to criticise and question  what you come across while  online.,"['right', 'criticis', 'question', 'come', 'across', 'onlin']",set(),N
707,Remember things are  not always as they appear.,"['rememb', 'thing', 'alway', 'appear']",set(),N
708,"Respect copyright What’s great about the Web is the  infinite possibilities of finding and  accessing all kinds of materials  through search engines and they  can be downloaded either free  of  charge or paid for through  your PC or mobile phone, and  then used offline.","['respect', 'copyright', 'great', 'web', 'infinit', 'possibl', 'find', 'access', 'kind', 'materi', 'search', 'engin', 'download', 'either', 'free', 'charg', 'paid', 'pc', 'mobil', 'phone', 'use', 'offlin']",{'access'},Y
709,Not everything  found online can be used as you  might wish; a lot of  content is  protected by copyright law or  entitlement rights.,"['everyth', 'found', 'onlin', 'use', 'might', 'wish', 'lot', 'content', 'protect', 'copyright', 'law', 'entitl', 'right']",set(),N
710,"•  Peer to Peer (P2P) software   enables one to share  and exchange one’s files  directly with other Internet  users, without any extra  connection costs.","['peer', 'peer', 'softwar', 'enabl', 'one', 'share', 'exchang', 'one', 'file', 'directli', 'internet', 'user', 'without', 'extra', 'connect', 'cost']",{'internet'},Y
711,"Music,  films, videos, and games are  among the materials that  are most sought after and  downloaded by youngsters,  but they are often covered  by copyright provisions  and protected by law.","['music', 'film', 'video', 'game', 'among', 'materi', 'sought', 'download', 'youngster', 'often', 'cover', 'copyright', 'provis', 'protect', 'law']",set(),N
712,Unauthorized downloading  and distribution of   copyright-protected content is a crime in most countries  and punishable by law.,"['unauthor', 'download', 'distribut', 'content', 'crime', 'countri', 'punish', 'law']",set(),N
713,It  is also possible for your  involvement in illegal  downloading of  copy-  righted material to be traced.,"['also', 'possibl', 'involv', 'illeg', 'download', 'right', 'materi', 'trace']",set(),N
714,"This has led, for example,  to a child’s parents being  sent an enormous bill  to cover the cost of the  material downloaded and  if  the family refuse to pay   •   Guidelines for Children and Young People68  www.itu.int/copGuidelines for Children and Young People69  the bill other forms of  legal  action can be taken.","['led', 'exampl', 'child', 'parent', 'sent', 'enorm', 'bill', 'cover', 'cost', 'materi', 'download', 'famili', 'refus', 'pay', 'guidelin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'bill', 'form', 'legal', 'action', 'taken']",set(),N
715,Some  countries are considering  banning people from using  the Internet if  they are  caught persistently using  it to obtain unauthorised  access to copyrighted  material.,"['countri', 'consid', 'ban', 'peopl', 'use', 'internet', 'caught', 'persist', 'use', 'obtain', 'unauthoris', 'access', 'copyright', 'materi']","{'internet', 'access'}",Y
716,"In addition, when  using other people’s work,  like articles or dissertations,  remember to quote the  sources appropriately.","['addit', 'use', 'peopl', 'work', 'like', 'articl', 'dissert', 'rememb', 'quot', 'sourc', 'appropri']",{'work'},Y
717,If   you fail to do so it will be  classified as plagiarism and  that can cause you a great  deal of  trouble.,"['fail', 'classifi', 'plagiar', 'caus', 'great', 'deal', 'troubl']",set(),N
718,"Remember •  You are free to use, modify   and distribute freeware  programmes that are not  copyright-protected;   •  Some software are, on the  other hand, shareware, and  therefore free for a specific  trial period;   •  Your privacy and your PC   could be harmed by viruses  or other “malware”.","['rememb', 'free', 'use', 'modifi', 'distribut', 'freewar', 'programm', 'softwar', 'hand', 'sharewar', 'therefor', 'free', 'specif', 'trial', 'period', 'privaci', 'pc', 'could', 'harm', 'virus', 'malwar']",set(),N
719,"It is  therefore always best to  install and continuously  update protection systems  such as anti-virus, anti-dialer  software and a firewall.","['therefor', 'alway', 'best', 'instal', 'continu', 'updat', 'protect', 'system', 'softwar', 'firewal']",set(),N
720,"Always make sure to read  the guide relating to the  programme you are using to  avoid making the errors that  are listed below;   •  Copyright protected material   is generally indicated by  standard wording, such as  “all rights reserved” or other  similar phrasings; in cases  where this is not evident, it  is nonetheless best not to  take any risks;   •  The Peer to Peer (P2P) pro- grammes you use to share  and download files also carry  certain risks.","['alway', 'make', 'sure', 'read', 'guid', 'relat', 'programm', 'use', 'avoid', 'make', 'error', 'list', 'copyright', 'protect', 'materi', 'gener', 'indic', 'standard', 'word', 'right', 'reserv', 'similar', 'phrase', 'case', 'evid', 'nonetheless', 'best', 'take', 'risk', 'peer', 'peer', 'gramm', 'use', 'share', 'download', 'file', 'also', 'carri', 'certain', 'risk']",{'standard'},Y
721,One must have  a very thorough understand- ing of  them to be able to use  them without running any  security risks:  ?,"['one', 'must', 'thorough', 'ing', 'abl', 'use', 'without', 'run', 'secur', 'risk']",{'secur'},Y
722,You may not always  end up downloading  what you intended to  download: different  types of  content may  be concealed behind the  title of  a song or video.,"['may', 'alway', 'end', 'download', 'intend', 'download', 'differ', 'type', 'content', 'may', 'conceal', 'behind', 'titl', 'song', 'video']",set(),N
723,"In the worst cases, for  example, it might con- tain child abuse images.","['worst', 'case', 'exampl', 'might', 'tain', 'child', 'abus', 'imag']",set(),N
724,Examine your particular  programme guide to find  out how you can detect  fake files and only go to  sources you know are  trustworthy: ask your  friends to tell you which  sources to use and which  to avoid;   ?,"['examin', 'particular', 'programm', 'guid', 'find', 'detect', 'fake', 'file', 'go', 'sourc', 'know', 'trustworthi', 'ask', 'friend', 'tell', 'sourc', 'use', 'avoid']",set(),N
725,"Before opening a down- loaded file make sure to  scan it for viruses; anoth- er quite frequent risk is  in fact that a downloaded  file might contain viruses  and spyware that can put  PCs, personal data and  privacy at risk;   ?","['open', 'load', 'file', 'make', 'sure', 'scan', 'virus', 'er', 'quit', 'frequent', 'risk', 'fact', 'download', 'file', 'might', 'contain', 'virus', 'spywar', 'put', 'pc', 'person', 'data', 'privaci', 'risk']",set(),N
726,Do not share your entire   hard disk: check your  configurations to ensure  that you have shared only  those folders you wanted  to share and remember  that sharing files pro- tected by copyright is a  crime.,"['share', 'entir', 'hard', 'disk', 'check', 'configur', 'ensur', 'share', 'folder', 'want', 'share', 'rememb', 'share', 'file', 'tect', 'copyright', 'crime']",set(),N
727,Online commerce You can purchase products online  or by using a mobile phone.,"['onlin', 'commerc', 'purchas', 'product', 'onlin', 'use', 'mobil', 'phone']",set(),N
728,"Purchases can be made by credit  card or, in the case of mobile  phones, by debiting the credit on  the mobile phone subscription.","['purchas', 'made', 'credit', 'card', 'case', 'mobil', 'phone', 'debit', 'credit', 'mobil', 'phone', 'subscript']",set(),N
729,"There are also online spaces  devoted to exchanges and  purchases of  all sorts of  products,  at very competitive prices.","['also', 'onlin', 'space', 'devot', 'exchang', 'purchas', 'sort', 'product', 'competit', 'price']",set(),N
730,One of  the fundamental  difference between online and  traditional commerce lies with  the difficulty in identifying who is  at the other end of  the exchange  and the risk of  fraud that may lie  just around the corner.,"['one', 'fundament', 'differ', 'onlin', 'tradit', 'commerc', 'lie', 'difficulti', 'identifi', 'end', 'exchang', 'risk', 'fraud', 'may', 'lie', 'around', 'corner']",set(),N
731,One of    Guidelines for Children and Young People70  www.itu.int/copGuidelines for Children and Young People71  the most widespread risks is that  of “phishing”.,"['one', 'guidelin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'widespread', 'risk', 'phish']",set(),N
732,"This happens when  people respond to fake emails,  spam, which usually appear to  come from a reputable source e.g.","['happen', 'peopl', 'respond', 'fake', 'email', 'spam', 'usual', 'appear', 'come', 'reput', 'sourc']",set(),N
733,a bank or credit card company.,"['bank', 'credit', 'card', 'compani']",set(),N
734,They will ask you to enter a lot  of personal information e.g.,"['ask', 'enter', 'lot', 'person', 'inform']",{'inform'},Y
735,"bank  account details, passwords, date of   birth and so on, which they will  then misuse.","['bank', 'account', 'detail', 'password', 'date', 'birth', 'misus']",set(),N
736,An additional complication with  online commerce concerns the  sale of products or services that  are age restricted in some way.,"['addit', 'complic', 'onlin', 'commerc', 'concern', 'sale', 'product', 'servic', 'age', 'restrict', 'way']",set(),N
737,"For example, in many countries  it is illegal for vendors to sell or  provide alcohol or tobacco to legal  minors.","['exampl', 'mani', 'countri', 'illeg', 'vendor', 'sell', 'provid', 'alcohol', 'tobacco', 'legal', 'minor']",set(),N
738,Gambling is also generally  limited to people over a certain  age.,"['gambl', 'also', 'gener', 'limit', 'peopl', 'certain', 'age']",set(),N
739,Yet in the online environment  it can be very hard for the vendor  to determine the age of the person  proposing to make the purchase or  acquire the service.,"['yet', 'onlin', 'environ', 'hard', 'vendor', 'determin', 'age', 'person', 'propos', 'make', 'purchas', 'acquir', 'servic']",set(),N
740,All that many  companies do is ask the person to  check a box to confirm they meet  the minimum age requirement.,"['mani', 'compani', 'ask', 'person', 'check', 'box', 'confirm', 'meet', 'minimum', 'age', 'requir']",{'requir'},Y
741,"Some companies in a number of   countries are beginning to deploy  age verification systems linked to  their purchasing procedures, but  this is still a very new and limited  technology, however it is a grow- ing, practice.","['compani', 'number', 'countri', 'begin', 'deploy', 'age', 'verif', 'system', 'link', 'purchas', 'procedur', 'still', 'new', 'limit', 'technolog', 'howev', 'ing', 'practic']","{'practic', 'technolog'}",Y
742,"Buying age restricted  products online, and telling lies  about your age in order to do so  means you could be committing  a criminal offence and so could  the vendor.","['buy', 'age', 'restrict', 'product', 'onlin', 'tell', 'lie', 'age', 'order', 'mean', 'could', 'commit', 'crimin', 'offenc', 'could', 'vendor']",set(),N
743,"You could forfeit the  goods and you could end up with a  criminal record, so don’t do it.","['could', 'forfeit', 'good', 'could', 'end', 'crimin', 'record']",set(),N
744,"There are, in any case, a series of   tactics that can help you reduce the  risks and enable you to make use  of the convenient opportunities  offered by online commerce:  •  Take great care in choosing   the sites that you want to  make purchases from and  ensure their credibility.","['case', 'seri', 'tactic', 'help', 'reduc', 'risk', 'enabl', 'make', 'use', 'conveni', 'opportun', 'offer', 'onlin', 'commerc', 'take', 'great', 'care', 'choos', 'site', 'want', 'make', 'purchas', 'ensur', 'credibl']",set(),N
745,"Gather as much information  as you can about the site  in question, such as name,  address, telephone number  and head office of the   company, description of the  contract’s general conditions  and, in particular, how to  withdraw from the purchase;  also find out about the  protection and management  of personal data and payment  security; and compare prices,  looking for the same item on  other sites;  •  Prepaid credit cards, or ones  that can be topped up, come  with spending limits and  can help avoid unpleasant  surprises.","['gather', 'much', 'inform', 'site', 'question', 'name', 'address', 'telephon', 'number', 'head', 'offic', 'compani', 'descript', 'contract', 'gener', 'condit', 'particular', 'withdraw', 'purchas', 'also', 'find', 'protect', 'manag', 'person', 'data', 'payment', 'secur', 'compar', 'price', 'look', 'item', 'site', 'prepaid', 'credit', 'card', 'one', 'top', 'come', 'spend', 'limit', 'help', 'avoid', 'unpleas', 'surpris']","{'secur', 'manag', 'inform'}",Y
746,"•  Before you buy anything   online, make sure the  site uses a secure system  for transactions so as to  prevent, for example,  “sniffing”, which is a means  of capturing data during  transmission.","['buy', 'anyth', 'onlin', 'make', 'sure', 'site', 'use', 'secur', 'system', 'transact', 'prevent', 'exampl', 'snif', 'mean', 'captur', 'data', 'transmiss']",{'secur'},Y
747,"Even though  many sites incorporate  systems that counter the  interception of data in  transit, your details could  still be stolen if someone   hacks into the server of the  company where your credit  card details have been stored.","['even', 'though', 'mani', 'site', 'incorpor', 'system', 'counter', 'intercept', 'data', 'transit', 'detail', 'could', 'still', 'stolen', 'someon', 'hack', 'server', 'compani', 'credit', 'card', 'detail', 'store']",set(),N
748,"Clearly, by choosing other  modes of payment you  can avoid the possibility of   someone stealing your credit  card number.","['clearli', 'choos', 'mode', 'payment', 'avoid', 'possibl', 'someon', 'steal', 'credit', 'card', 'number']",set(),N
749,"•  If you receive an unsolicited   e-mail offering you an  incredible deal, it is highly  likely that it is fraudulent;  •  If something looks too good  to be true, it most probably  is, and it would be best to  forget about it.","['receiv', 'unsolicit', 'offer', 'incred', 'deal', 'highli', 'like', 'fraudul', 'someth', 'look', 'good', 'true', 'probabl', 'would', 'best', 'forget']",set(),N
750,"•  In the case of purchases   made by mobile phones for  which a credit card is not re- quired, verify what the costs  of the services actually are,  the service’s conditions of   agreement and how one can  back out.","['case', 'purchas', 'made', 'mobil', 'phone', 'credit', 'card', 'quir', 'verifi', 'cost', 'servic', 'actual', 'servic', 'condit', 'agreement', 'one', 'back']",set(),N
751,"Guidelines for Children and Young People72  Guidelines for Children and Young People  www.itu.int/cop73  Conclusions  By keeping these basic rules in mind, you will be able to steer clear  of  the majority of  the pitfalls you can encounter online.","['guidelin', 'children', 'young', 'peopl', 'guidelin', 'children', 'young', 'peopl', 'conclus', 'keep', 'basic', 'rule', 'mind', 'abl', 'steer', 'clear', 'major', 'pitfal', 'encount', 'onlin']",set(),N
752,"Should you  encounter unpleasant or disturbing experiences, make sure you talk to a  trusted source.","['encount', 'unpleas', 'disturb', 'experi', 'make', 'sure', 'talk', 'trust', 'sourc']",set(),N
753,"Remember, you have the right to be protected as well as  the responsibility to act appropriately, offline as well as online.","['rememb', 'right', 'protect', 'well', 'respons', 'act', 'appropri', 'offlin', 'well', 'onlin']",set(),N
754,Guidelines for Children and Young People4.,"['guidelin', 'children', 'young']",set(),N
755,74  www.itu.int/copGuidelines for Children and Young People75  Sources for Further Reading & Inspiration United Nation’s Convention of   the Rights of  the Child  http://www.unicef.org/crc/  The Internet Big Picture - World  Internet Users and Population  Stats http://www.internetworld- stats.com/stats.htm  The Children and Young Person’s  Global Online Charter http:// www.iyac.net/children/index.htm  A number of  Childnet’s resources  for young people  http://www.childnet-int.org/ young-people/  Internet safety information  (access to sites in different  languages)  http://www.saferinternet.org/ ww/en/pub/insafe/index.htm  http://www.getnetwise.org/  WSIS Outcomes  http://www.itu.int/wsis  WSIS+10 High Level Event  Outcome Documents  http://www.itu.int/net/wsis/ implementation/2014/forum/ inc/doc/outcome/362828V2E.,"['children', 'young', 'peopl', 'sourc', 'read', 'inspir', 'unit', 'nation', 'convent', 'right', 'child', 'http', 'internet', 'big', 'pictur', 'world', 'internet', 'user', 'popul', 'stat', 'http', 'children', 'young', 'person', 'global', 'onlin', 'charter', 'http', 'number', 'childnet', 'resourc', 'young', 'peopl', 'http', 'internet', 'safeti', 'inform', 'access', 'site', 'differ', 'languag', 'http', 'http', 'wsi', 'outcom', 'http', 'high', 'level', 'event', 'outcom', 'document', 'http']","{'internet', 'inform', 'access'}",Y
756,"pdf  ITU’s activities on cybersecurity  http://www.itu.int/cybersecurity  Child Online Protection (COP)  Initiative  http://www.itu.int/cop  Child-friendly version of  ‘A World  Fit for Children’  http://www.unicef.org/ceecis/ child_friendly_ssoc_outcome.pdf  Opinion polls: What young  people think  http://www.unicef.org/polls  Connect Safely is for parents,  teens, educators, advocates  - everyone engaged in and  interested in the impact of the  social Web  http://www.connectsafely.org/  Imagine Your Future – a  prediction of  how the future will  be http://www.elon.edu/e-web/ predictions/kidzone/yourfuture.","['pdf', 'itu', 'activ', 'cybersecur', 'http', 'child', 'onlin', 'protect', 'cop', 'initi', 'http', 'version', 'world', 'fit', 'children', 'http', 'opinion', 'poll', 'young', 'peopl', 'think', 'http', 'connect', 'safe', 'parent', 'teen', 'educ', 'advoc', 'everyon', 'engag', 'interest', 'impact', 'social', 'web', 'http', 'imagin', 'futur', 'predict', 'futur', 'http']",{'cybersecur'},Y
