No.,Sentence,StemWords,MatchWords,Use
6723,"ï Industrial: companies that consider their intellectual property, such as patents, data, speci?c non- public management processes, and other con?dential information, a critical asset to be protected against possible attacks.","['industri', 'compani', 'consid', 'intellectu', 'properti', 'patent', 'data', 'speci', 'c', 'public', 'manag', 'process', 'con', 'dential', 'inform', 'critic', 'asset', 'protect', 'possibl', 'attack']","{'industri', 'manag', 'inform'}",Y
6724,In this study mainly large IT industries and large Italian manufacturing industries were considered.,"['studi', 'mainli', 'larg', 'industri', 'larg', 'italian', 'manufactur', 'industri', 'consid']",{'industri'},Y
6725,"The questionnaire was sent to organizations in July 2013, and the results were collected until Septem- ber 2013.","['questionnair', 'sent', 'organ', 'juli', 'result', 'collect', 'ber']",{'organ'},Y
6726,Details about each group are reported in Table 4.1 while Figure 4.1 depicts the category separation among the returned questionnaires.,"['detail', 'group', 'report', 'tabl', 'figur', 'depict', 'categori', 'separ', 'among', 'return', 'questionnair']",{'group'},Y
6727,"Table 4.1 shows that the percentage of ?lled-in questionnaires was between 41% and 50% for all groups ex- cept the ?nancial one, which returned only 35% of them.","['tabl', 'show', 'percentag', 'questionnair', 'group', 'cept', 'nancial', 'one', 'return']",{'group'},Y
6728,"The average percentage of returned questionnaires was 42,23%.","['averag', 'percentag', 'return', 'questionnair']",set(),N
6729,The third column of Table 4.1 reports how many different companies were contacted.,"['third', 'column', 'tabl', 'report', 'mani', 'differ', 'compani', 'contact']",set(),N
6730,"Some big companies (with more than 10.000 employees), in fact, have distinct areas with distinct systems and perhaps a distinct Coordinator of Information System Security (CISO), and were thus asked to ?ll-in more than one single questionnaire.","['big', 'compani', 'employe', 'fact', 'distinct', 'area', 'distinct', 'system', 'perhap', 'distinct', 'coordin', 'inform', 'system', 'secur', 'ciso', 'thu', 'ask', 'one', 'singl', 'questionnair']","{'secur', 'inform'}",Y
6731,Organizations of different sizes were contacted in order to better cover the whole Italian landscape.,"['organ', 'differ', 'size', 'contact', 'order', 'better', 'cover', 'whole', 'italian', 'landscap']",{'organ'},Y
6732,"In particular, among those that returned the questionnaires, 20% of the organizations have up to 1000 employees; 36.7% between 1000 and 10000 employees; 30% between 10000 and 100000 and the remaining 13.3% have more then 100000 employees.","['particular', 'among', 'return', 'questionnair', 'organ', 'employe', 'employe', 'remain', 'employe']",{'organ'},Y
6733,"Among the contacted organizations, 50% of them operate only within the Italian territory while the remaining 50% operate outside of the frontier, at a European or worldwide level.","['among', 'contact', 'organ', 'oper', 'within', 'italian', 'territori', 'remain', 'oper', 'outsid', 'frontier', 'european', 'worldwid', 'level']",{'organ'},Y
6734,It can also be observed that at least 75% of the organizations have a central element responsible for security.,"['also', 'observ', 'least', 'organ', 'central', 'element', 'respons', 'secur']","{'secur', 'organ'}",Y
6735,"Taking into account the sample analyzed, the results presented in the following sections of this chapter are not meant to  37  Table 4.1: Sent/Received Questionnaires per group.","['take', 'account', 'sampl', 'analyz', 'result', 'present', 'follow', 'section', 'chapter', 'meant', 'tabl', 'questionnair', 'per', 'group']",{'group'},Y
6736,Target groups  Questionnaires  Questionnaires  sent  returned  Number of  organizations  % of returned questionnaires  PA  Utilities Financial Industrial  Total  31 8 17 12  68  13 4 6 5  28  26 7 17 12  62  41.9% 50% 35.3% 41.7%  Avg.,"['target', 'group', 'questionnair', 'questionnair', 'sent', 'return', 'number', 'organ', 'return', 'questionnair', 'pa', 'util', 'financi', 'industri', 'total', 'avg']","{'organ', 'group', 'industri'}",Y
6737,42.23%  18%   21%   47%   14%   Cyber Intelligence  and Information  Security Center  PA   Utilities   Financial   Industrial   Figure 4.1: Percentage of questionnaires returned per group.,"['cyber', 'intellig', 'inform', 'secur', 'center', 'pa', 'util', 'financi', 'industri', 'figur', 'percentag', 'questionnair', 'return', 'per', 'group']","{'industri', 'group', 'inform', 'cyber', 'secur'}",Y
6738,"have statistical signi?cance, especially in terms of groups representativeness.","['statist', 'signi', 'canc', 'especi', 'term', 'group', 'repres']",{'group'},Y
6739,"Rather, their aim is to provide a snapshot of the degree of risk perception and cyber security measures currently implemented in Italy.","['rather', 'aim', 'provid', 'snapshot', 'degre', 'risk', 'percept', 'cyber', 'secur', 'measur', 'current', 'implement', 'itali']","{'secur', 'implement', 'measur', 'cyber'}",Y
6740,4.1 Organization recognition of being a critical infrastructure  It should be noted that only a fraction of the organizations that participated in the analysis consider themselves to be critical infrastructures.,"['organ', 'recognit', 'critic', 'infrastructur', 'note', 'fraction', 'organ', 'particip', 'analysi', 'consid', 'critic', 'infrastructur']",{'organ'},Y
6741,The breakdown of the results on this point are reported in Figure 4.2.,"['breakdown', 'result', 'point', 'report', 'figur']",set(),N
6742,The graph shows that utilities fully recognize their role as critical infrastructure.,"['graph', 'show', 'util', 'fulli', 'recogn', 'role', 'critic', 'infrastructur']",set(),N
6743,This result was expected as this group is recognized as critical by the European Union Directive 2008/114/EC [20].,"['result', 'expect', 'group', 'recogn', 'critic', 'european', 'union', 'direct']",{'group'},Y
6744,"Half of the PAs recognize themselves critical infrastructure; however, we can further divide this result by grouping PAs in three subgroups, namely government agencies, central administrations and local adminis- trations and then analyzing the awareness at this ?ner level of detail.","['half', 'pa', 'recogn', 'critic', 'infrastructur', 'howev', 'divid', 'result', 'group', 'pa', 'three', 'subgroup', 'name', 'govern', 'agenc', 'central', 'administr', 'local', 'tration', 'analyz', 'awar', 'ner', 'level', 'detail']",{'group'},Y
6745,"As Figure 4.3 shows, a large fraction of government agencies and central administrations, consider themselves as critical infrastructure, while local administrations acknowledge that a failure of their services caused by cyber attacks would probably have a limited impact from a national standpoint.","['figur', 'show', 'larg', 'fraction', 'govern', 'agenc', 'central', 'administr', 'consid', 'critic', 'infrastructur', 'local', 'administr', 'acknowledg', 'failur', 'servic', 'caus', 'cyber', 'attack', 'would', 'probabl', 'limit', 'impact', 'nation', 'standpoint']",{'cyber'},Y
6746,"The industrial group reported a mixed level of awareness; sub- dividing group results, it is possible to see that companies that responded af?rmatively to the question usually provide fundamental services to other organizations that manage the critical infrastructure.","['industri', 'group', 'report', 'mix', 'level', 'awar', 'divid', 'group', 'result', 'possibl', 'see', 'compani', 'respond', 'af', 'rmativ', 'question', 'usual', 'provid', 'fundament', 'servic', 'organ', 'manag', 'critic', 'infrastructur']","{'organ', 'industri', 'manag', 'group'}",Y
6747,"Other companies were mainly targeted as they manage important intellectual assets that should be protected from cyber attacks; however, these organizations do not consider the protection of these assets as a national problem necessary for defending Italian economic interests.","['compani', 'mainli', 'target', 'manag', 'import', 'intellectu', 'asset', 'protect', 'cyber', 'attack', 'howev', 'organ', 'consid', 'protect', 'asset', 'nation', 'problem', 'necessari', 'defend', 'italian', 'econom', 'interest']","{'organ', 'manag', 'cyber'}",Y
6748,"Finally, it is important to underline the fact that almost none of the organizations pertaining to the ?nan- cial group recognized themselves as critical infrastructure.","['final', 'import', 'underlin', 'fact', 'almost', 'none', 'organ', 'pertain', 'cial', 'group', 'recogn', 'critic', 'infrastructur']","{'organ', 'group'}",Y
6749,This could be seen as a consequence of the fact  38  100%   75%   50%   25%   0%   Cyber Intelligence  and Information  Security Center  46%   100%   17%   60%   PA   Utilities   Financial   Industrial   No   Yes   Figure 4.2: Question #1.1.5 - Awareness of being critical infrastructure (per group).,"['could', 'seen', 'consequ', 'fact', 'cyber', 'intellig', 'inform', 'secur', 'center', 'pa', 'util', 'financi', 'industri', 'ye', 'figur', 'question', 'awar', 'critic', 'infrastructur', 'per', 'group']","{'industri', 'group', 'inform', 'cyber', 'secur'}",Y
6750,Government   agencies   67%   Central   administrations   67%   Local   administrations   0%   Group   averages   46%   Cyber Intelligence  and Information  Security Center  Yes   No   0%   25%   50%   75%   100%   Figure 4.3: Question #1.1.5 - Awareness of being critical infrastructure (breakdown for the PA group).,"['govern', 'agenc', 'central', 'administr', 'local', 'administr', 'group', 'averag', 'cyber', 'intellig', 'inform', 'secur', 'center', 'ye', 'figur', 'question', 'awar', 'critic', 'infrastructur', 'breakdown', 'pa', 'group']","{'secur', 'inform', 'group', 'cyber'}",Y
6751,that the ?nancial system is not of?cially considered as a critical infrastructure at the European level.,"['nancial', 'system', 'cialli', 'consid', 'critic', 'infrastructur', 'european', 'level']",set(),N
6752,"However, recent facts (e.g.","['howev', 'recent', 'fact']",set(),N
6753,the Lehman Brothers crack or the Royal Bank of Scotland IT failure [50]) clearly show how se- vere failures of ?nancial organizations may easily have a broad impact at both the national and international level.,"['lehman', 'brother', 'crack', 'royal', 'bank', 'scotland', 'failur', 'clearli', 'show', 'vere', 'failur', 'nancial', 'organ', 'may', 'easili', 'broad', 'impact', 'nation', 'intern', 'level']","{'organ', 'intern'}",Y
6754,"This latter aspect, in fact, has been recognized by two of the ?nancial organizations that participated in the survey.","['latter', 'aspect', 'fact', 'recogn', 'two', 'nancial', 'organ', 'particip', 'survey']",{'organ'},Y
6755,4.2 External dependencies  The questionnaire contained some questions to asses the existence of organizational inter-dependencies with third parties.,"['extern', 'depend', 'questionnair', 'contain', 'question', 'ass', 'exist', 'organiz', 'third', 'parti']",set(),N
6756,"The ?rst question of the set was, ìIs your company using (or planning to use) cloud services?î Figure 4.4 shows the distribution of responses.","['rst', 'question', 'set', 'compani', 'use', 'plan', 'use', 'cloud', 'servic', 'figur', 'show', 'distribut', 'respons']",set(),N
6757,A majority of the respondents use cloud services in their or- ganization.,"['major', 'respond', 'use', 'cloud', 'servic', 'ganiz']",set(),N
6758,The responses breakdown (shown in the left side of the ?gure) reports similar behavior with the exception of ?nancial players that use cloud services less than companies belonging to other group.,"['respons', 'breakdown', 'shown', 'left', 'side', 'gure', 'report', 'similar', 'behavior', 'except', 'nancial', 'player', 'use', 'cloud', 'servic', 'less', 'compani', 'belong', 'group']",{'group'},Y
6759,The next question aimed at understanding if such cloud services support core business processes that are necessary to deliver critical services.,"['next', 'question', 'aim', 'understand', 'cloud', 'servic', 'support', 'core', 'busi', 'process', 'necessari', 'deliv', 'critic', 'servic']",set(),N
6760,Answers to this question are depicted in Figure 4.5.,"['answer', 'question', 'depict', 'figur']",set(),N
6761,A sizable share of the  39  100%   75%   50%   25%   0%   54%   46%   46%   75%   17%   60%   PA   Utilities   Financial   Industrial   Cyber Intelligence  and Information  Security Center  Yes   No   Figure 4.4: Question #1.2.1 - ìIs your company using (or planning to use) cloud services?î Left chart shows answer distribution by group.,"['sizabl', 'share', 'pa', 'util', 'financi', 'industri', 'cyber', 'intellig', 'inform', 'secur', 'center', 'ye', 'figur', 'question', 'compani', 'use', 'plan', 'use', 'cloud', 'servic', 'left', 'chart', 'show', 'answer', 'distribut', 'group']","{'industri', 'group', 'inform', 'cyber', 'secur'}",Y
6762,Right chart depicts the overall picture.,"['right', 'chart', 'depict', 'overal', 'pictur']",set(),N
6763,interviewed companies did not answer this question; this is due to the fact that the question is strictly related to the previous one.,"['interview', 'compani', 'answer', 'question', 'due', 'fact', 'question', 'strictli', 'relat', 'previou', 'one']",set(),N
6764,A key point is that there is a signi?cant part of respondents (18%) that use cloud services to support their core business and to deliver critical services.,"['key', 'point', 'signi', 'cant', 'part', 'respond', 'use', 'cloud', 'servic', 'support', 'core', 'busi', 'deliv', 'critic', 'servic']",set(),N
6765,"This percentage is fairly similar for all groups, except the ?nancial one where no organization brings critical services in the cloud.","['percentag', 'fairli', 'similar', 'group', 'except', 'nancial', 'one', 'organ', 'bring', 'critic', 'servic', 'cloud']","{'organ', 'group'}",Y
6766,PA   24%   38%   38%   Utilities   25%   75%   Financial   33%   66%   Industrial   20%   40%   40%   0%   25%   50%   75%   100%   18%   39%   43%   Cyber Intelligence  and Information  Security Center  Yes   No   No answer   Figure 4.5: Question #1.2.2 - ìDo cloud services support core business processes that are necessary to deliver critical services?î Left chart shows answer distribution by group.,"['pa', 'util', 'financi', 'industri', 'cyber', 'intellig', 'inform', 'secur', 'center', 'ye', 'answer', 'figur', 'question', 'cloud', 'servic', 'support', 'core', 'busi', 'process', 'necessari', 'deliv', 'critic', 'servic', 'left', 'chart', 'show', 'answer', 'distribut', 'group']","{'industri', 'group', 'inform', 'cyber', 'secur'}",Y
6767,Right chart depicts the overall picture.,"['right', 'chart', 'depict', 'overal', 'pictur']",set(),N
6768,"Continuing the evaluation of external dependencies, the questionnaire included the following question, ìIs it possible that an ICT service failure in one (or more) third-party company will have a signi?cant impact on your company?î Results are reported in Figure 4.6.","['continu', 'evalu', 'extern', 'depend', 'questionnair', 'includ', 'follow', 'question', 'possibl', 'ict', 'servic', 'failur', 'one', 'compani', 'signi', 'cant', 'impact', 'compani', 'result', 'report', 'figur']",{'includ'},Y
6769,"In this case a majority of the organizations answered af?rmatively, indicating that they depend on an external ICT system.","['case', 'major', 'organ', 'answer', 'af', 'rmativ', 'indic', 'depend', 'extern', 'ict', 'system']",{'organ'},Y
6770,Only a small fraction (11%) is free from this kind of dependency.,"['small', 'fraction', 'free', 'kind', 'depend']",set(),N
6771,Another 11% does not know if a failure of a third-party ICT system could impact its organization.,"['anoth', 'know', 'failur', 'ict', 'system', 'could', 'impact', 'organ']",{'organ'},Y
6772,"The next question asked, ìDo you know if your software providers are following a strategic approach to address application risks in each phase of the application development process?î In this way it was possible to evaluate if the strategy behind externalization of software development takes into account security aspects.","['next', 'question', 'ask', 'know', 'softwar', 'provid', 'follow', 'strateg', 'approach', 'address', 'applic', 'risk', 'phase', 'applic', 'develop', 'process', 'way', 'possibl', 'evalu', 'strategi', 'behind', 'extern', 'softwar', 'develop', 'take', 'account', 'secur', 'aspect']","{'secur', 'develop'}",Y
6773,The majority of respondents (Figure 4.7)does not know if their software providers follow a speci?c approach to address application risks.,"['major', 'respond', 'figur', 'know', 'softwar', 'provid', 'follow', 'speci', 'c', 'approach', 'address', 'applic', 'risk']",set(),N
6774,50% of respondents think that their providers probably implement some sort of security strategy during the development phases.,"['respond', 'think', 'provid', 'probabl', 'implement', 'sort', 'secur', 'strategi', 'develop', 'phase']","{'secur', 'implement', 'develop'}",Y
6775,Only 14% is certain about the conduct of their software providers.,"['certain', 'conduct', 'softwar', 'provid']",set(),N
6776,"40  PA   92%   8%   Utilities   75%   25%   Financial   67%   17%   17%   78%   Industrial   60%   20%   20%   0%   25%   50%   75%   100%   11%   11%   Cyber Intelligence  and Information  Security Center  Yes   No   Can't say   Figure 4.6: Question #1.2.5 - ìIs it possible that an ICT service failure in one (or more) third-party company, will have a signi?cant impact on your company?î Left chart shows answer distribution by group.","['pa', 'util', 'financi', 'industri', 'cyber', 'intellig', 'inform', 'secur', 'center', 'ye', 'ca', 'say', 'figur', 'question', 'possibl', 'ict', 'servic', 'failur', 'one', 'compani', 'signi', 'cant', 'impact', 'compani', 'left', 'chart', 'show', 'answer', 'distribut', 'group']","{'industri', 'group', 'inform', 'cyber', 'secur'}",Y
6777,Right chart depicts the overall picture.,"['right', 'chart', 'depict', 'overal', 'pictur']",set(),N
6778,PA   23%   38%   23%   15%   14%   Utilities   75%   25%   Financial   17%   67%   17%   Industrial   40%   20%   40%   0%   25%   50%   75%   100%   14%   22%   50%   Cyber Intelligence  and Information  Security Center  Yes   Probably yes   Probably no   No   Figure 4.7: Question #1.2.6 - ìDo you know if your software providers are following a strategic approach to address application risks in each phase of the application development process?î Left chart shows answer distribution by group.,"['pa', 'util', 'financi', 'industri', 'cyber', 'intellig', 'inform', 'secur', 'center', 'ye', 'probabl', 'ye', 'probabl', 'figur', 'question', 'know', 'softwar', 'provid', 'follow', 'strateg', 'approach', 'address', 'applic', 'risk', 'phase', 'applic', 'develop', 'process', 'left', 'chart', 'show', 'answer', 'distribut', 'group']","{'industri', 'group', 'inform', 'develop', 'cyber', 'secur'}",Y
6779,Right chart depicts the overall picture.,"['right', 'chart', 'depict', 'overal', 'pictur']",set(),N
6780,"4.3 Anomalies and cyber attacks  Figure 4.8 reports the percentage of organizations, divided by group, which regularly register anomalies.","['anomali', 'cyber', 'attack', 'figur', 'report', 'percentag', 'organ', 'divid', 'group', 'regularli', 'regist', 'anomali']","{'organ', 'cyber', 'group'}",Y
6781,Anoma- lies refer to events that are not cyber attacks but that go beyond the normal behavior of the organization infras- tructure.,"['lie', 'refer', 'event', 'cyber', 'attack', 'go', 'beyond', 'normal', 'behavior', 'organ', 'tructur']","{'organ', 'cyber'}",Y
6782,It was revealed that utilities are the organizations that record the maximum number of anomalies.,"['reveal', 'util', 'organ', 'record', 'maximum', 'number', 'anomali']",{'organ'},Y
6783,All the interviewed organizations belonging to this group acknowledged the presence of anomalies within their systems.,"['interview', 'organ', 'belong', 'group', 'acknowledg', 'presenc', 'anomali', 'within', 'system']","{'organ', 'group'}",Y
6784,"On the contrary, the ?nancial group seems to be the one that is least affected by such events (67%), followed by the public administration (77%) and then the industrial group (80%).","['contrari', 'nancial', 'group', 'seem', 'one', 'least', 'affect', 'event', 'follow', 'public', 'administr', 'industri', 'group']","{'industri', 'group'}",Y
6785,Figure 4.9 shows the percentage of interviewed organizations that have been subject to cyber attacks con- ducted by insiders.,"['figur', 'show', 'percentag', 'interview', 'organ', 'subject', 'cyber', 'attack', 'duct', 'insid']","{'organ', 'cyber'}",Y
6786,This could be an employee or any contract or staff member (e.g.,"['could', 'employe', 'contract', 'staff', 'member']",set(),N
6787,"cleaner, caterer, security guard) who has authorized access to the organization premises.","['cleaner', 'cater', 'secur', 'guard', 'author', 'access', 'organ', 'premis']","{'secur', 'organ', 'access'}",Y
6788,The utility group is clearly a common target for these kind of attacks.,"['util', 'group', 'clearli', 'common', 'target', 'kind', 'attack']",{'group'},Y
6789,"Indeed, 50% of the interviewed organizations con?rmed that they have been targeted by an insider at least once.","['inde', 'interview', 'organ', 'con', 'rmed', 'target', 'insid', 'least']",{'organ'},Y
6790,"However, it is worth noticing that this group is also the one that best responded to these threats.","['howev', 'worth', 'notic', 'group', 'also', 'one', 'best', 'respond', 'threat']",{'group'},Y
6791,"None of the reported attacks, in fact, were successful.","['none', 'report', 'attack', 'fact', 'success']",set(),N
6792,"On the contrary, ?nancial and public administration have been hit by successful internal attacks.","['contrari', 'nancial', 'public', 'administr', 'hit', 'success', 'intern', 'attack']",{'intern'},Y
6793,"In particular, in the ?nancial group, half of the tentative internal attacks were successful, while one attack in four against the public administration achieved its target.","['particular', 'nancial', 'group', 'half', 'tent', 'intern', 'attack', 'success', 'one', 'attack', 'four', 'public', 'administr', 'achiev', 'target']","{'group', 'intern'}",Y
6794,Interviewed companies in the industrial group did not declare any attack conducted by insiders.,"['interview', 'compani', 'industri', 'group', 'declar', 'attack', 'conduct', 'insid']","{'industri', 'group'}",Y
6795,"Many studies are now analyzing how to increase the employees trustworthiness (e.g., [4]).","['mani', 'studi', 'analyz', 'increas', 'employe', 'trustworthi']",set(),N
6796,41  Cyber Intelligence  and Information  Security Center  100%   75%   50%   25%   0%   77%   100%   67%   80%   PA   Utilities   Financial   Industrial   Figure 4.8: Question #1.3.10: Companies regularly registering anomalies per group.,"['cyber', 'intellig', 'inform', 'secur', 'center', 'pa', 'util', 'financi', 'industri', 'figur', 'question', 'compani', 'regularli', 'regist', 'anomali', 'per', 'group']","{'industri', 'group', 'inform', 'cyber', 'secur'}",Y
6797,100%   75%   50%   25%   0%   Cyber Intelligence  and Information  Security Center  50%   33%   17%   23%   8%   PA   Utilities   Financial   Industrial   Attacked  companies   Succesfully  attacked   Figure 4.9: Question #1.1.5 - Companies that have been attacked by an insider (per group).,"['cyber', 'intellig', 'inform', 'secur', 'center', 'pa', 'util', 'financi', 'industri', 'attack', 'compani', 'succes', 'attack', 'figur', 'question', 'compani', 'attack', 'insid', 'per', 'group']","{'industri', 'group', 'inform', 'cyber', 'secur'}",Y
6798,Figure 4.10 reports the percentage of organizations that have been the target of an external cyber attack per group.,"['figur', 'report', 'percentag', 'organ', 'target', 'extern', 'cyber', 'attack', 'per', 'group']","{'organ', 'cyber', 'group'}",Y
6799,"By analyzing the data, it can be seen that all ?nancial organizations have been attacked and attacks have been successful in 17% of cases.","['analyz', 'data', 'seen', 'nancial', 'organ', 'attack', 'attack', 'success', 'case']",{'organ'},Y
6800,The public administration group is the one exhibiting the highest number of successful attacks 62%.,"['public', 'administr', 'group', 'one', 'exhibit', 'highest', 'number', 'success', 'attack']",{'group'},Y
6801,"Probably, this is an indicator of poor security policies.","['probabl', 'indic', 'poor', 'secur', 'polici']",{'secur'},Y
6802,"Conversely, the industrial group is the least attacked.","['convers', 'industri', 'group', 'least', 'attack']","{'industri', 'group'}",Y
6803,"Indeed, only 40% of the interviewed companies have been attacked, and half of the attacks were successful.","['inde', 'interview', 'compani', 'attack', 'half', 'attack', 'success']",set(),N
6804,The aim of the external attacks is reported in Figure 4.11.,"['aim', 'extern', 'attack', 'report', 'figur']",set(),N
6805,"From the chart, it is clear that ?nancial organizations are attacked in order to subtract data, impair the availability of their services and to tamper with data.","['chart', 'clear', 'nancial', 'organ', 'attack', 'order', 'subtract', 'data', 'impair', 'avail', 'servic', 'tamper', 'data']",{'organ'},Y
6806,Protest is by far the main motivation for attacks that target the public administration.,"['protest', 'far', 'main', 'motiv', 'attack', 'target', 'public', 'administr']",set(),N
6807,"Surprisingly, utilities do not declare attacks aimed at impairing service availability while industrial group does not suffer protest attacks.","['surprisingli', 'util', 'declar', 'attack', 'aim', 'impair', 'servic', 'avail', 'industri', 'group', 'suffer', 'protest', 'attack']","{'industri', 'group'}",Y
6808,4.4 Defensive measures  Defense from insider threats  A set of questions was designed to asses the measures organizations implement in order to avoid possible misuse of organization data or attacks from internal employees.,"['defens', 'measur', 'defens', 'insid', 'threat', 'set', 'question', 'design', 'ass', 'measur', 'organ', 'implement', 'order', 'avoid', 'possibl', 'misus', 'organ', 'data', 'attack', 'intern', 'employe']","{'organ', 'implement', 'measur', 'intern'}",Y
6809,Each respondent had the possibility of se-  42  100%   75%   50%   25%   0%   100%   Cyber Intelligence  and Information  Security Center  77%   75%   62%   40%   25%   17%   20%   PA   Utilities   Financial   Industrial   Attacked  companies   Succesfully  attacked   Figure 4.10: Question #1.3.5 - Companies experiencing external cyber attacks (per group).,"['respond', 'possibl', 'cyber', 'intellig', 'inform', 'secur', 'center', 'pa', 'util', 'financi', 'industri', 'attack', 'compani', 'succes', 'attack', 'figur', 'question', 'compani', 'experienc', 'extern', 'cyber', 'attack', 'per', 'group']","{'industri', 'group', 'inform', 'cyber', 'secur'}",Y
6810,PA   Utilities   Financial   Industrial   Cyber Intelligence  and Information  Security Center  Protest   Impair  Availability  To tamper data   Subtract Data   Other   0%   25%   50%   75%   Figure 4.11: Question #1.3.7 - Aim of external attacks (per group).,"['pa', 'util', 'financi', 'industri', 'cyber', 'intellig', 'inform', 'secur', 'center', 'protest', 'impair', 'avail', 'tamper', 'data', 'subtract', 'data', 'figur', 'question', 'aim', 'extern', 'attack', 'per', 'group']","{'industri', 'group', 'inform', 'cyber', 'secur'}",Y
6811,"lecting none, one or more countermeasures to ?ght internal misuse.","['lect', 'none', 'one', 'countermeasur', 'ght', 'intern', 'misus']",{'intern'},Y
6812,"Thus, Figure 4.12 depicts as a percentage the number of times a given countermeasure has been selected by the respondents with respect to the total number of countermeasures selected by all respondents.","['thu', 'figur', 'depict', 'percentag', 'number', 'time', 'given', 'countermeasur', 'select', 'respond', 'respect', 'total', 'number', 'countermeasur', 'select', 'respond']",set(),N
6813,The two most common measures implemented are employee training and information classi?cation/access control policies (both more than 30%).,"['two', 'common', 'measur', 'implement', 'employe', 'train', 'inform', 'classi', 'control', 'polici']","{'implement', 'measur', 'control', 'inform'}",Y
6814,Restrictions on the use of personal emails and/or cloud services from the inside of the organizationís network and restricted use of personal equipment are both 15%.,"['restrict', 'use', 'person', 'email', 'cloud', 'servic', 'insid', 'organ', 'network', 'restrict', 'use', 'person', 'equip']","{'organ', 'network'}",Y
6815,The adoption rate of each reported measure was also computed.,"['adopt', 'rate', 'report', 'measur', 'also', 'comput']",{'measur'},Y
6816,Adoption rates were additionally com- puted per group.,"['adopt', 'rate', 'addit', 'pute', 'per', 'group']",{'group'},Y
6817,"For example, 100% adoption of a measure m (e.g.","['exampl', 'adopt', 'measur']",{'measur'},Y
6818,employee training) in a group means that all organizations belonging to that group implement m. Figure 4.13 shows adoption rate for each countermea- sure and for each group.,"['employe', 'train', 'group', 'mean', 'organ', 'belong', 'group', 'implement', 'figur', 'show', 'adopt', 'rate', 'sure', 'group']","{'organ', 'implement', 'group'}",Y
6819,"Results show that the PA group focuses on classi?cation and employee training, al- most neglecting other measures.","['result', 'show', 'pa', 'group', 'focus', 'classi', 'cation', 'employe', 'train', 'neglect', 'measur']","{'measur', 'group'}",Y
6820,The ?nancial and industrial groups are more willing to adopt other measures such as restricting the access of personal mail or cloud services and forbidding the use of personal equipment at work.,"['nancial', 'industri', 'group', 'will', 'adopt', 'measur', 'restrict', 'access', 'person', 'mail', 'cloud', 'servic', 'forbid', 'use', 'person', 'equip', 'work']","{'industri', 'work', 'group', 'measur', 'access'}",Y
6821,Utilities consider training of employees as the main measure and there is a high percentage of them that restrict use of email/cloud.,"['util', 'consid', 'train', 'employe', 'main', 'measur', 'high', 'percentag', 'restrict', 'use']",{'measur'},Y
6822,"Finally it should be pointed out that one of the primary measures for counter- acting internal misuse, employee training, is also perceived by the respondents as one of the things that they can/would like to improve in order to better protect their organization (See Section 4.7).","['final', 'point', 'one', 'primari', 'measur', 'act', 'intern', 'misus', 'employe', 'train', 'also', 'perceiv', 'respond', 'one', 'thing', 'like', 'improv', 'order', 'better', 'protect', 'organ', 'see', 'section']","{'organ', 'measur', 'intern'}",Y
6823,43  15%   34%   15%   33%   3%   Cyber Intelligence  and Information  Security Center  Forbid the use of personal  electronic equipment   Training of employees   Classi?cation   Restrict the use of emails/ cloud  Other   Figure 4.12: Question #1.4.8 - ìWhich of the following measures to protect data and critical systems from misuse by employees does your company implement?î Overall internal misuse countermeasures adoption.,"['cyber', 'intellig', 'inform', 'secur', 'center', 'forbid', 'use', 'person', 'electron', 'equip', 'train', 'employe', 'classi', 'cation', 'restrict', 'use', 'cloud', 'figur', 'question', 'follow', 'measur', 'protect', 'data', 'critic', 'system', 'misus', 'employe', 'compani', 'implement', 'overal', 'intern', 'misus', 'countermeasur', 'adopt']","{'inform', 'implement', 'measur', 'intern', 'cyber', 'secur'}",Y
6824,PA   Utilities   Financial   Industrial   0%   25%   50%   Forbidding the use of personal electronic equipment   Training of employees  Classi?cation  Restrict the use of emails/cloud  Other   Cyber Intelligence  and Information  Security Center  Figure 4.13: Question #1.4.8 - ìWhich of the following measures to protect data and critical systems from misuse by employees does your company implement?î Adoption rate for each of the countermeasures per group.,"['pa', 'util', 'financi', 'industri', 'forbid', 'use', 'person', 'electron', 'equip', 'train', 'employe', 'classi', 'cation', 'restrict', 'use', 'cyber', 'intellig', 'inform', 'secur', 'center', 'figur', 'question', 'follow', 'measur', 'protect', 'data', 'critic', 'system', 'misus', 'employe', 'compani', 'implement', 'adopt', 'rate', 'countermeasur', 'per', 'group']","{'industri', 'group', 'inform', 'implement', 'measur', 'cyber', 'secur'}",Y
6825,44  100%   75%   50%   25%   0%   15%   75%   33%   20%   PA   Utilities   Financial   Industrial   29%   71%   Cyber Intelligence  and Information  Security Center  Yes - APT   Yes - Basic   No   Figure 4.14: Question #1.4.5 - ìDo you have the infrastructure to detect active attacks?î Left chart shows answer distribution by group.,"['pa', 'util', 'financi', 'industri', 'cyber', 'intellig', 'inform', 'secur', 'center', 'ye', 'apt', 'ye', 'basic', 'figur', 'question', 'infrastructur', 'detect', 'activ', 'attack', 'left', 'chart', 'show', 'answer', 'distribut', 'group']","{'industri', 'group', 'inform', 'cyber', 'secur'}",Y
6826,Right chart depicts the overall picture.,"['right', 'chart', 'depict', 'overal', 'pictur']",set(),N
